Circuit: * Z:\home\peter\repos\pwm-charge-controller\ltspice\pwm5.asc

Direct Newton iteration for .op point succeeded.
Heightened Def Con from 3.26221e-005 +to 3.26221e-005
Heightened Def Con from 3.26221e-005 +to 3.26231e-005
Heightened Def Con from 3.26333e-005 to 3.26333e-005
Heightened Def Con from 3.26333e-005 +to 3.26333e-005
Heightened Def Con from 3.26333e-005 to 3.26333e-005
Heightened Def Con from 3.26333e-005 to 3.26333e-005
Heightened Def Con from 3.26333e-005 to 3.26333e-005
Heightened Def Con from 3.26333e-005 +to 3.26343e-005
Heightened Def Con from 3.26343e-005 to 3.26353e-005
Heightened Def Con from 3.26353e-005 to 3.26354e-005
Heightened Def Con from 3.26354e-005 to 3.26354e-005
Heightened Def Con from 3.26354e-005 to 3.26354e-005
Heightened Def Con from 3.26354e-005 to 3.26356e-005
Heightened Def Con from 3.26356e-005 to 3.26356e-005
Heightened Def Con from 3.26356e-005 to 3.26367e-005
Heightened Def Con from 3.26367e-005 to 3.26368e-005
Heightened Def Con from 3.26368e-005 to 3.26368e-005
Heightened Def Con from 3.26368e-005 to 3.26368e-005
Heightened Def Con from 3.26368e-005 to 3.2637e-005
Heightened Def Con from 3.26388e-005 to 3.26398e-005
Heightened Def Con from 3.26398e-005 to 3.26399e-005
Heightened Def Con from 3.26399e-005 to 3.26399e-005
Heightened Def Con from 3.26399e-005 +to 3.26409e-005
Heightened Def Con from 3.26466e-005 to 3.26486e-005
Heightened Def Con from 3.26511e-005 to 3.26511e-005
Heightened Def Con from 3.26511e-005 to 3.26511e-005
Heightened Def Con from 3.26511e-005 to 3.26511e-005
Heightened Def Con from 3.26511e-005 to 3.26511e-005
Heightened Def Con from 3.26511e-005 to 3.26511e-005
Heightened Def Con from 3.26511e-005 to 3.26511e-005
Heightened Def Con from 3.26511e-005 to 3.26512e-005
Heightened Def Con from 3.26512e-005 to 3.26512e-005
Heightened Def Con from 3.26512e-005 to 3.26512e-005
Heightened Def Con from 3.26512e-005 ++to 3.26522e-005
Heightened Def Con from 3.26522e-005 to 3.26522e-005
Heightened Def Con from 3.26522e-005 to 3.26522e-005
Heightened Def Con from 3.26522e-005 to 3.26522e-005
Heightened Def Con from 3.26522e-005 to 3.26524e-005
Heightened Def Con from 3.26524e-005 to 3.26544e-005
Heightened Def Con from 3.26564e-005 to 3.26575e-005
Heightened Def Con from 3.26575e-005 to 3.26576e-005
Heightened Def Con from 3.26576e-005 to 3.26586e-005
Heightened Def Con from 3.26586e-005 to 3.26596e-005
Heightened Def Con from 3.26596e-005 to 3.26616e-005
Heightened Def Con from 3.26687e-005 to 3.26687e-005
Heightened Def Con from 3.26687e-005 to 3.26688e-005
Heightened Def Con from 3.26688e-005 to 3.26688e-005
Heightened Def Con from 3.26688e-005 to 3.26688e-005
Heightened Def Con from 3.26688e-005 +to 3.26689e-005
Heightened Def Con from 3.26697e-005 to 3.26707e-005
Heightened Def Con from 3.2671e-005 to 3.26712e-005
Heightened Def Con from 3.26712e-005 to 3.26713e-005
Heightened Def Con from 3.26713e-005 to 3.26715e-005
Heightened Def Con from 3.26715e-005 to 3.26735e-005
Heightened Def Con from 3.26738e-005 to 3.26748e-005
Heightened Def Con from 3.26748e-005 to 3.26748e-005
Heightened Def Con from 3.26748e-005 to 3.2675e-005
Heightened Def Con from 3.26753e-005 to 3.26754e-005
Heightened Def Con from 3.26754e-005 to 3.26764e-005
Heightened Def Con from 3.26764e-005 to 3.26764e-005
Heightened Def Con from 3.26764e-005 to 3.26764e-005
Heightened Def Con from 3.26764e-005 to 3.26764e-005
Heightened Def Con from 3.26764e-005 +to 3.26775e-005
Heightened Def Con from 3.26775e-005 to 3.26775e-005
Heightened Def Con from 3.26775e-005 +to 3.26777e-005
Heightened Def Con from 3.26777e-005 to 3.26787e-005
Heightened Def Con from 3.26787e-005 to 3.26798e-005
Heightened Def Con from 3.26799e-005 to 3.26809e-005
Heightened Def Con from 3.26809e-005 to 3.26809e-005
Heightened Def Con from 3.26809e-005 to 3.2681e-005
Heightened Def Con from 3.2681e-005 ++to 3.26811e-005
Heightened Def Con from 3.26811e-005 to 3.26821e-005
Heightened Def Con from 3.26821e-005 to 3.26822e-005
Heightened Def Con from 3.26822e-005 to 3.26832e-005
Heightened Def Con from 3.26832e-005 +to 3.26842e-005
Heightened Def Con from 3.26845e-005 to 3.26845e-005
Heightened Def Con from 3.26845e-005 +to 3.26845e-005
Heightened Def Con from 3.26845e-005 to 3.26855e-005
Heightened Def Con from 3.26855e-005 to 3.26875e-005
Heightened Def Con from 3.27015e-005 to 3.27035e-005
Heightened Def Con from 3.27037e-005 to 3.27057e-005
Heightened Def Con from 3.27057e-005 to 3.27067e-005
Heightened Def Con from 3.27067e-005 +to 3.27067e-005
Heightened Def Con from 3.27067e-005 to 3.2707e-005
Heightened Def Con from 3.27073e-005 to 3.27073e-005
Heightened Def Con from 3.27073e-005 to 3.27093e-005
Heightened Def Con from 3.2717e-005 to 3.2718e-005
Heightened Def Con from 3.2724e-005 to 3.2725e-005
Heightened Def Con from 3.2725e-005 +to 3.2725e-005
Heightened Def Con from 3.2725e-005 to 3.2726e-005
Heightened Def Con from 3.2726e-005 to 3.27262e-005
Heightened Def Con from 3.27262e-005 to 3.27282e-005
Heightened Def Con from 3.27283e-005 to 3.27284e-005
Heightened Def Con from 3.27284e-005 to 3.27304e-005
Heightened Def Con from 3.27306e-005 to 3.27326e-005
Heightened Def Con from 3.27327e-005 to 3.27327e-005
Heightened Def Con from 3.27327e-005 to 3.27347e-005
Heightened Def Con from 3.27347e-005 to 3.27347e-005
Heightened Def Con from 3.27347e-005 to 3.27358e-005
Heightened Def Con from 3.27361e-005 to 3.27371e-005
Heightened Def Con from 3.27371e-005 +to 3.27371e-005
Heightened Def Con from 3.27376e-005 to 3.27376e-005
Heightened Def Con from 3.27376e-005 +to 3.27379e-005
Heightened Def Con from 3.27386e-005 to 3.27389e-005
Heightened Def Con from 3.27389e-005 to 3.274e-005
Heightened Def Con from 3.274e-005 to 3.2741e-005
Heightened Def Con from 3.2741e-005 to 3.27422e-005
Heightened Def Con from 3.27422e-005 +to 3.27422e-005
Heightened Def Con from 3.27422e-005 to 3.27432e-005
Heightened Def Con from 3.27432e-005 to 3.27432e-005
Heightened Def Con from 3.27432e-005 to 3.27432e-005
Heightened Def Con from 3.27432e-005 to 3.27432e-005
Heightened Def Con from 3.27432e-005 +to 3.27432e-005
Heightened Def Con from 3.27432e-005 to 3.27433e-005
Heightened Def Con from 3.27433e-005 to 3.27435e-005
Heightened Def Con from 3.27435e-005 +to 3.27435e-005
Heightened Def Con from 3.27435e-005 to 3.27436e-005
Heightened Def Con from 3.27436e-005 to 3.27456e-005
Heightened Def Con from 3.27604e-005 to 3.27604e-005
Heightened Def Con from 3.27604e-005 +to 3.27614e-005
Heightened Def Con from 3.27615e-005 to 3.27635e-005
Heightened Def Con from 3.27642e-005 ++to 3.27652e-005
Heightened Def Con from 3.27652e-005 to 3.27652e-005
Heightened Def Con from 3.27652e-005 to 3.27653e-005
Heightened Def Con from 3.27653e-005 to 3.27664e-005
Heightened Def Con from 3.27664e-005 to 3.27664e-005
Heightened Def Con from 3.27664e-005 to 3.27675e-005
Heightened Def Con from 3.27675e-005 to 3.27675e-005
Heightened Def Con from 3.27675e-005 +to 3.27685e-005
Heightened Def Con from 3.27686e-005 to 3.27686e-005
Heightened Def Con from 3.27686e-005 to 3.27696e-005
Heightened Def Con from 3.27696e-005 to 3.27706e-005
Heightened Def Con from 3.27706e-005 to 3.27706e-005
Heightened Def Con from 3.27706e-005 to 3.27707e-005
Heightened Def Con from 3.27707e-005 to 3.27727e-005
Heightened Def Con from 3.27727e-005 +to 3.27737e-005
Heightened Def Con from 3.27737e-005 +to 3.27737e-005
Heightened Def Con from 3.27737e-005 to 3.27749e-005
Heightened Def Con from 3.27749e-005 +to 3.2775e-005
Heightened Def Con from 3.2775e-005 to 3.2775e-005
Heightened Def Con from 3.2775e-005 to 3.2775e-005
Heightened Def Con from 3.2775e-005 to 3.2777e-005
Heightened Def Con from 3.27771e-005 to 3.27791e-005
Heightened Def Con from 3.27791e-005 +to 3.27801e-005
Heightened Def Con from 3.27801e-005 +to 3.27802e-005
Heightened Def Con from 3.27802e-005 to 3.27813e-005
Heightened Def Con from 3.27813e-005 to 3.27823e-005
Heightened Def Con from 3.27823e-005 to 3.27825e-005
Heightened Def Con from 3.27825e-005 ++to 3.27825e-005
Heightened Def Con from 3.27825e-005 to 3.27826e-005
Heightened Def Con from 3.27826e-005 +++to 3.27836e-005
Heightened Def Con from 3.27836e-005 +to 3.27836e-005
Heightened Def Con from 3.27836e-005 to 3.27836e-005
Heightened Def Con from 3.27836e-005 to 3.27837e-005
Heightened Def Con from 3.27837e-005 to 3.27847e-005
Heightened Def Con from 3.27847e-005 to 3.27847e-005
Heightened Def Con from 3.27847e-005 to 3.27847e-005
Heightened Def Con from 3.27847e-005 to 3.27847e-005
Heightened Def Con from 3.27847e-005 +to 3.27847e-005
Heightened Def Con from 3.27847e-005 to 3.27847e-005
Heightened Def Con from 3.27847e-005 to 3.27847e-005
Heightened Def Con from 3.27847e-005 to 3.27847e-005
Heightened Def Con from 3.27847e-005 to 3.27848e-005
Heightened Def Con from 3.27848e-005 to 3.27848e-005
Heightened Def Con from 3.27848e-005 to 3.27858e-005
Heightened Def Con from 3.27858e-005 to 3.27868e-005
Heightened Def Con from 3.27868e-005 +to 3.27879e-005
Heightened Def Con from 3.27879e-005 to 3.27879e-005
Heightened Def Con from 3.27879e-005 +to 3.27889e-005
Heightened Def Con from 3.27896e-005 to 3.27896e-005
Heightened Def Con from 3.27896e-005 to 3.27896e-005
Heightened Def Con from 3.27896e-005 +to 3.27898e-005
Heightened Def Con from 3.27898e-005 to 3.27898e-005
Heightened Def Con from 3.27898e-005 to 3.27909e-005
Heightened Def Con from 3.27912e-005 to 3.27922e-005
Heightened Def Con from 3.27922e-005 to 3.27942e-005
Heightened Def Con from 3.27969e-005 to 3.27969e-005
Heightened Def Con from 3.27969e-005 to 3.27969e-005
Heightened Def Con from 3.27969e-005 to 3.27989e-005
Heightened Def Con from 3.28024e-005 to 3.28026e-005
Heightened Def Con from 3.28026e-005 to 3.28036e-005
Heightened Def Con from 3.28036e-005 to 3.28056e-005
Heightened Def Con from 3.28056e-005 to 3.28057e-005
Heightened Def Con from 3.28058e-005 +to 3.28069e-005
Heightened Def Con from 3.28069e-005 to 3.28089e-005
Heightened Def Con from 3.28229e-005 to 3.28239e-005
Heightened Def Con from 3.28239e-005 to 3.28239e-005
Heightened Def Con from 3.28239e-005 to 3.28249e-005
Heightened Def Con from 3.28249e-005 +to 3.28251e-005
Heightened Def Con from 3.28251e-005 to 3.28261e-005
Heightened Def Con from 3.28261e-005 +to 3.28271e-005
Heightened Def Con from 3.28271e-005 +to 3.28272e-005
Heightened Def Con from 3.28272e-005 to 3.28272e-005
Heightened Def Con from 3.28272e-005 to 3.28272e-005
Heightened Def Con from 3.28272e-005 +to 3.28282e-005
Heightened Def Con from 3.28282e-005 to 3.28282e-005
Heightened Def Con from 3.28282e-005 to 3.28302e-005
Heightened Def Con from 3.28302e-005 to 3.28302e-005
Heightened Def Con from 3.28302e-005 to 3.28302e-005
Heightened Def Con from 3.28302e-005 to 3.28302e-005
Heightened Def Con from 3.28302e-005 +to 3.28303e-005
Heightened Def Con from 3.28303e-005 to 3.28313e-005
Heightened Def Con from 3.28313e-005 +to 3.28314e-005
Heightened Def Con from 3.28314e-005 to 3.28315e-005
Heightened Def Con from 3.28315e-005 to 3.28315e-005
Heightened Def Con from 3.28315e-005 to 3.28315e-005
Heightened Def Con from 3.28315e-005 to 3.28315e-005
Heightened Def Con from 3.28315e-005 to 3.28325e-005
Heightened Def Con from 3.28325e-005 to 3.28345e-005
Heightened Def Con from 3.28345e-005 to 3.28357e-005
Heightened Def Con from 3.28361e-005 to 3.28363e-005
Heightened Def Con from 3.28363e-005 +to 3.28364e-005
Heightened Def Con from 3.28364e-005 +to 3.28375e-005
Heightened Def Con from 3.28388e-005 to 3.28399e-005
Heightened Def Con from 3.28399e-005 to 3.284e-005
Heightened Def Con from 3.284e-005 to 3.2842e-005
Heightened Def Con from 3.2842e-005 to 3.28421e-005
Heightened Def Con from 3.28424e-005 to 3.28424e-005
Heightened Def Con from 3.28424e-005 to 3.28425e-005
Heightened Def Con from 3.28425e-005 to 3.28426e-005
Heightened Def Con from 3.28426e-005 +to 3.28426e-005
Heightened Def Con from 3.28426e-005 +to 3.28437e-005
Heightened Def Con from 3.28437e-005 to 3.28447e-005
Heightened Def Con from 3.2845e-005 +to 3.28461e-005
Heightened Def Con from 3.28464e-005 to 3.28464e-005
Heightened Def Con from 3.28464e-005 to 3.28466e-005
Heightened Def Con from 3.28466e-005 to 3.28477e-005
Heightened Def Con from 3.28477e-005 to 3.28497e-005
Heightened Def Con from 3.28497e-005 to 3.28499e-005
Heightened Def Con from 3.28499e-005 to 3.285e-005
Heightened Def Con from 3.285e-005 to 3.285e-005
Heightened Def Con from 3.285e-005 to 3.28502e-005
Heightened Def Con from 3.28502e-005 to 3.28512e-005
Heightened Def Con from 3.28512e-005 +to 3.28513e-005
Heightened Def Con from 3.28538e-005 to 3.28538e-005
Heightened Def Con from 3.28538e-005 +to 3.2855e-005
Heightened Def Con from 3.2855e-005 to 3.28551e-005
Heightened Def Con from 3.28553e-005 to 3.28553e-005
Heightened Def Con from 3.28553e-005 to 3.28553e-005
Heightened Def Con from 3.28553e-005 to 3.28565e-005
Heightened Def Con from 3.28565e-005 to 3.28575e-005
Heightened Def Con from 3.28575e-005 to 3.28577e-005
Heightened Def Con from 3.2858e-005 to 3.2858e-005
Heightened Def Con from 3.2858e-005 to 3.28581e-005
Heightened Def Con from 3.28581e-005 to 3.28581e-005
Heightened Def Con from 3.28581e-005 to 3.28581e-005
Heightened Def Con from 3.28581e-005 to 3.28591e-005
Heightened Def Con from 3.28592e-005 to 3.28592e-005
Heightened Def Con from 3.28592e-005 +to 3.28612e-005
Heightened Def Con from 3.28632e-005 to 3.28642e-005
Heightened Def Con from 3.28643e-005 to 3.28643e-005
Heightened Def Con from 3.28643e-005 to 3.28643e-005
Heightened Def Con from 3.28643e-005 to 3.28644e-005
Heightened Def Con from 3.28644e-005 to 3.28654e-005
Heightened Def Con from 3.28654e-005 +to 3.28674e-005
Heightened Def Con from 3.28674e-005 to 3.28684e-005
Heightened Def Con from 3.28684e-005 to 3.28684e-005
Heightened Def Con from 3.28684e-005 to 3.28686e-005
Heightened Def Con from 3.28686e-005 to 3.28706e-005
Heightened Def Con from 3.28732e-005 +to 3.28734e-005
Heightened Def Con from 3.28737e-005 to 3.28737e-005
Heightened Def Con from 3.28737e-005 to 3.28739e-005
Heightened Def Con from 3.28742e-005 to 3.28762e-005
Heightened Def Con from 3.28762e-005 to 3.28762e-005
Heightened Def Con from 3.28762e-005 to 3.28763e-005
Heightened Def Con from 3.28763e-005 to 3.28764e-005
Heightened Def Con from 3.28771e-005 to 3.28781e-005
Heightened Def Con from 3.28781e-005 +to 3.28791e-005
Heightened Def Con from 3.28809e-005 to 3.28829e-005
Heightened Def Con from 3.28829e-005 to 3.2883e-005
Heightened Def Con from 3.2883e-005 +to 3.2884e-005
Heightened Def Con from 3.2886e-005 to 3.2888e-005
Heightened Def Con from 3.28898e-005 to 3.28898e-005
Heightened Def Con from 3.28898e-005 to 3.28898e-005
Heightened Def Con from 3.28898e-005 to 3.28898e-005
Heightened Def Con from 3.28898e-005 to 3.28898e-005
Heightened Def Con from 3.28898e-005 to 3.28898e-005
Heightened Def Con from 3.28898e-005 to 3.28918e-005
Heightened Def Con from 3.28939e-005 to 3.28939e-005
Heightened Def Con from 3.28939e-005 to 3.28942e-005
Heightened Def Con from 3.2895e-005 to 3.28962e-005
Heightened Def Con from 3.28962e-005 to 3.28963e-005
Heightened Def Con from 3.28963e-005 to 3.28963e-005
Heightened Def Con from 3.28963e-005 to 3.28973e-005
Heightened Def Con from 3.28973e-005 to 3.28984e-005
Heightened Def Con from 3.28992e-005 to 3.28992e-005
Heightened Def Con from 3.28993e-005 +to 3.28994e-005
Heightened Def Con from 3.28994e-005 to 3.28995e-005
Heightened Def Con from 3.28995e-005 +to 3.28996e-005
Heightened Def Con from 3.28999e-005 +to 3.29009e-005
Heightened Def Con from 3.29009e-005 to 3.29019e-005
Heightened Def Con from 3.29019e-005 to 3.29029e-005
Heightened Def Con from 3.29029e-005 to 3.29039e-005
Heightened Def Con from 3.29039e-005 +to 3.2904e-005
Heightened Def Con from 3.2904e-005 +to 3.2904e-005
Heightened Def Con from 3.2904e-005 to 3.2904e-005
Heightened Def Con from 3.2904e-005 to 3.29043e-005
Heightened Def Con from 3.29046e-005 to 3.29046e-005
Heightened Def Con from 3.29046e-005 to 3.29046e-005
Heightened Def Con from 3.29046e-005 to 3.29046e-005
Heightened Def Con from 3.29046e-005 to 3.29066e-005
Heightened Def Con from 3.29069e-005 to 3.29089e-005
Heightened Def Con from 3.29089e-005 to 3.29089e-005
Heightened Def Con from 3.29089e-005 +to 3.291e-005
Heightened Def Con from 3.29111e-005 to 3.29111e-005
Heightened Def Con from 3.29111e-005 to 3.29111e-005
Heightened Def Con from 3.29111e-005 ++to 3.29121e-005
Heightened Def Con from 3.29121e-005 to 3.29141e-005
Heightened Def Con from 3.29166e-005 to 3.29166e-005
Heightened Def Con from 3.29166e-005 to 3.29166e-005
Heightened Def Con from 3.29166e-005 to 3.29176e-005
Heightened Def Con from 3.29176e-005 +++to 3.29177e-005
Heightened Def Con from 3.29177e-005 to 3.29177e-005
Heightened Def Con from 3.29177e-005 +to 3.29178e-005
Heightened Def Con from 3.29178e-005 to 3.29188e-005
Heightened Def Con from 3.29188e-005 to 3.29188e-005
Heightened Def Con from 3.29188e-005 ++to 3.29198e-005
Heightened Def Con from 3.29198e-005 +to 3.29218e-005
Heightened Def Con from 3.29218e-005 +to 3.29228e-005
Heightened Def Con from 3.29228e-005 ++to 3.29248e-005
Heightened Def Con from 3.29249e-005 to 3.29252e-005
Heightened Def Con from 3.29252e-005 to 3.29262e-005
Heightened Def Con from 3.29262e-005 to 3.29262e-005
Heightened Def Con from 3.29262e-005 to 3.29273e-005
Heightened Def Con from 3.29275e-005 to 3.29278e-005
Heightened Def Con from 3.29278e-005 to 3.29278e-005
Heightened Def Con from 3.29278e-005 to 3.29279e-005
Heightened Def Con from 3.29279e-005 +++++to 3.29299e-005
Heightened Def Con from 3.29301e-005 +to 3.29303e-005
Heightened Def Con from 3.29305e-005 to 3.29306e-005
Heightened Def Con from 3.29306e-005 to 3.29306e-005
Heightened Def Con from 3.29306e-005 to 3.29316e-005
Heightened Def Con from 3.29316e-005 +++to 3.29317e-005
Heightened Def Con from 3.29317e-005 to 3.29328e-005
Heightened Def Con from 3.29328e-005 to 3.29348e-005
Heightened Def Con from 3.29348e-005 +to 3.29358e-005
Heightened Def Con from 3.2936e-005 to 3.2938e-005
Heightened Def Con from 3.29385e-005 to 3.29385e-005
Heightened Def Con from 3.29385e-005 to 3.29387e-005
Heightened Def Con from 3.29387e-005 to 3.29387e-005
Heightened Def Con from 3.29387e-005 to 3.29407e-005
Heightened Def Con from 3.2941e-005 to 3.2941e-005
Heightened Def Con from 3.2941e-005 +to 3.29421e-005
Heightened Def Con from 3.29424e-005 +to 3.29425e-005
Heightened Def Con from 3.29425e-005 +to 3.29425e-005
Heightened Def Con from 3.29425e-005 to 3.29425e-005
Heightened Def Con from 3.29425e-005 to 3.29425e-005
Heightened Def Con from 3.29425e-005 to 3.29425e-005
Heightened Def Con from 3.29425e-005 +to 3.29437e-005
Heightened Def Con from 3.29437e-005 +to 3.29447e-005
Heightened Def Con from 3.29449e-005 +to 3.29459e-005
Heightened Def Con from 3.29735e-005 to 3.29746e-005
Heightened Def Con from 3.29746e-005 to 3.29766e-005
Heightened Def Con from 3.29786e-005 +to 3.29797e-005
Heightened Def Con from 3.29805e-005 to 3.29815e-005
Heightened Def Con from 3.29835e-005 to 3.29836e-005
Heightened Def Con from 3.29836e-005 to 3.29846e-005
Heightened Def Con from 3.29848e-005 to 3.29848e-005
Heightened Def Con from 3.29848e-005 +to 3.29858e-005
Heightened Def Con from 3.29858e-005 +to 3.2986e-005
Heightened Def Con from 3.2986e-005 ++to 3.29863e-005
Heightened Def Con from 3.29863e-005 +to 3.29883e-005
